parent_community,community,collection_name,title,handle,DataSpace URL,Existing DOI before migration,migrator,acceptor,osti priority,redescribed,pdc describe URL,notes,status
,,,,,,,,,,,,,
Migration Fixtures (do these first),,,,,,,,,,,,,
Mechanical and Aerospace Engineering,MAE Research Data Sets,,"Data set for ""Ocean emission of microplastic by bursting bubble jet drops""",88435/dsp01qz20sw724,https://dataspace.princeton.edu/handle/88435/dsp01qz20sw724,,,,,,,,
,,,,,,,,,,,,,
Molecular Biology,Research DataSets,,Supplementary data for thesis: The Evolution and Regulation of Morphological Complexity in the Vibrios,88435/dsp01vq27zr562,https://dataspace.princeton.edu/handle/88435/dsp01vq27zr562,,,,,,,,
Molecular Biology,Research DataSets,,Telomere Length in Preterm Infants,88435/dsp018s45qd01r,https://dataspace.princeton.edu/handle/88435/dsp018s45qd01r,,,,,,,,
Physics,Physics Research Data Sets,,Princeton Open Ventilation Monitor,88435/dsp01h415pd70t,https://dataspace.princeton.edu/handle/88435/dsp01h415pd70t,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Attentional Modulation of Brain Responses to Primary Appetitive and Aversive Stimuli,88435/dsp0170795988h,https://dataspace.princeton.edu/handle/88435/dsp0170795988h,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Amplification of local changes along the timescale processing hierarchy,88435/dsp01ks65hf84n,https://dataspace.princeton.edu/handle/88435/dsp01ks65hf84n,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,MultiChannel Pattern Analysis: Correlation-Based Decoding with fNIRS,88435/dsp01xs55mf543,https://dataspace.princeton.edu/handle/88435/dsp01xs55mf543,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Sherlock Movie Watching Dataset,88435/dsp01nz8062179,https://dataspace.princeton.edu/handle/88435/dsp01nz8062179,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Competitive learning modulates memory consolidation during sleep,88435/dsp01wp988n60t,https://dataspace.princeton.edu/handle/88435/dsp01wp988n60t,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Natural Movie - Grass Stalks,88435/dsp010r967622k,https://dataspace.princeton.edu/handle/88435/dsp010r967622k,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Complementary learning systems within the hippocampus: A neural network modeling approach to reconciling episodic memory with statistical learning,88435/dsp010v838304r,https://dataspace.princeton.edu/handle/88435/dsp010v838304r,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Fast animal pose estimation using deep neural networks,88435/dsp01pz50gz79z,https://dataspace.princeton.edu/handle/88435/dsp01pz50gz79z,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,The Structured `Low Temperature' Phase of the Retinal Population Code,88435/dsp016d5700272,https://dataspace.princeton.edu/handle/88435/dsp016d5700272,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Accessing Real-Life Episodic Information from Minutes versus Hours Earlier Modulates Hippocampal and High-Order Cortical Dynamics,88435/dsp01bv73c289q,https://dataspace.princeton.edu/handle/88435/dsp01bv73c289q,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Unsupervised identification of the internal states that shape natural behavior,88435/dsp01rv042w888,https://dataspace.princeton.edu/handle/88435/dsp01rv042w888,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Dynamic reconfiguration of the default mode network during narrative comprehension,88435/dsp015d86p269k,https://dataspace.princeton.edu/handle/88435/dsp015d86p269k,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Natural Movie - Water Surface (Ripples),88435/dsp015d86p271z,https://dataspace.princeton.edu/handle/88435/dsp015d86p271z,,,,,,,,
,,,,,,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,"Same story, different story: the neural representation of interpretive frameworks",88435/dsp0141687k93v,https://dataspace.princeton.edu/handle/88435/dsp0141687k93v,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Neural pattern change during encoding of a narrative predicts retrospective duration estimates,88435/dsp011n79h6771,https://dataspace.princeton.edu/handle/88435/dsp011n79h6771,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Noise correlations in the human brain and their impact on pattern classification,88435/dsp01dn39x4181,https://dataspace.princeton.edu/handle/88435/dsp01dn39x4181,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Reductions in Retrieval Competition Predict the Benefit of Repeated Testing,88435/dsp015138jh55f,https://dataspace.princeton.edu/handle/88435/dsp015138jh55f,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Visual Analogy Extrapolation Challenge (VAEC),88435/dsp01b8515r30h,https://dataspace.princeton.edu/handle/88435/dsp01b8515r30h,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Measuring shared responses across subjects using intersubject correlation,88435/dsp01dz010s83s,https://dataspace.princeton.edu/handle/88435/dsp01dz010s83s,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Dataset for 'Auditory Activity is Diverse and Widespread Throughout the Central Brain of Drosophila',88435/dsp01h702q942c,https://dataspace.princeton.edu/handle/88435/dsp01h702q942c,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,March Mathness: Effects of basketball on the brain,88435/dsp019k41zh56d,https://dataspace.princeton.edu/handle/88435/dsp019k41zh56d,,,,,,,,
,,,,,,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,The Attention Schema Theory in an Artificial Neural Network Agent: Controlling Visuospatial Attention Using a Descriptive Model of Attention,88435/dsp01kp78gk430,https://dataspace.princeton.edu/handle/88435/dsp01kp78gk430,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,"The 21st year: transcription, motif list, and relation score",88435/dsp011n79h7374,https://dataspace.princeton.edu/handle/88435/dsp011n79h7374,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Deep Behavioral Phenotyping Of Mouse Autism Models using Open-Field Behavior,88435/dsp012j62s793m,https://dataspace.princeton.edu/handle/88435/dsp012j62s793m,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,"Data for ""Cerebellar contributions to a brainwide network for flexible behavior""",88435/dsp01td96k559d,https://dataspace.princeton.edu/handle/88435/dsp01td96k559d,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Integrative Mechanisms of Social Attention,88435/dsp01zw12z8390,https://dataspace.princeton.edu/handle/88435/dsp01zw12z8390,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Spike Trains of Retinal Ganglion Cells Viewing a Repeated Natural Movie,88435/dsp015425kd84r,https://dataspace.princeton.edu/handle/88435/dsp015425kd84r,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,Calcium responses to acoustic stimuli in Drosophila melanogaster,88435/dsp016395wb26g,https://dataspace.princeton.edu/handle/88435/dsp016395wb26g,,,,,,,,
Princeton Neuroscience Institute,Research Data Sets,,CLEVR-Matrices,88435/dsp01fq977z011,https://dataspace.princeton.edu/handle/88435/dsp01fq977z011,,,,,,,,
Princeton School of Public and International Affairs,C-PREE Research Data Sets,,Supplemental Data for N management paper,88435/dsp01pz50gz996,https://dataspace.princeton.edu/handle/88435/dsp01pz50gz996,,,,,,,,
Princeton School of Public and International Affairs,C-PREE Research Data Sets,,Chinese overseas development financing of electric power generation: A comparative analysis,88435/dsp01rn301440s,https://dataspace.princeton.edu/handle/88435/dsp01rn301440s,,,,,,,,
Princeton School of Public and International Affairs,C-PREE Research Data Sets,,Data for food consumption strategies in China,88435/dsp016m311s351,https://dataspace.princeton.edu/handle/88435/dsp016m311s351,,,,,,,,
Princeton School of Public and International Affairs,C-PREE Research Data Sets,,Dataset for China's foreign direct investment in the global power sector,88435/dsp01dj52w7750,https://dataspace.princeton.edu/handle/88435/dsp01dj52w7750,,,,,,,,
Princeton School of Public and International Affairs,C-PREE Research Data Sets,,"Alternative energy vehicle deployment coupled with decarbonizing electricity generation amplifies climate, air quality and health co-benefits in China",88435/dsp01dj52w7779,https://dataspace.princeton.edu/handle/88435/dsp01dj52w7779,,,,,,,,
Princeton School of Public and International Affairs,C-PREE Research Data Sets,,"Data for: ""Financing Carbon Lock-in in Developing Countries: Bilateral Financing for Power Generation Technologies from China, Japan, and the United States""",88435/dsp01pv63g332x,https://dataspace.princeton.edu/handle/88435/dsp01pv63g332x,,,,,,,,
Princeton School of Public and International Affairs,C-PREE Research Data Sets,,"CPCB continuous monitoring air quality data for India, from 2015-2019",88435/dsp01zw12z843p,https://dataspace.princeton.edu/handle/88435/dsp01zw12z843p,,,,,,,,
Princeton School of Public and International Affairs,C-PREE Research Data Sets,,Data for 'Environmental Benefits and Household Costs of Clean Heating Options in Northern China',88435/dsp01js956j96d,https://dataspace.princeton.edu/handle/88435/dsp01js956j96d,,,,,,,,
,,,,,,,,,,,,,
Princeton University Library,Research Data,,Subject Liaisons in Academic Libraries: An Open Access Data Set from 2015,88435/dsp01v405sc863,https://dataspace.princeton.edu/handle/88435/dsp01v405sc863,,,,,,,,
Sociology,Research Data Sets,,Nasa Budgetary Data,88435/dsp019593tz25c,https://dataspace.princeton.edu/handle/88435/dsp019593tz25c,,,,,,,,
Sociology,Research Data Sets,,Delivery Gig Worker Interviews on Automation at Work,88435/dsp01vt150n38r,https://dataspace.princeton.edu/handle/88435/dsp01vt150n38r,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Music and Arts,bitKlavier,,bitKlavier Grand Sample Library—House Wide Cardioid Mic Image,88435/dsp01j3860b10r,https://dataspace.princeton.edu/handle/88435/dsp01j3860b10r,,,,,,,,
Music and Arts,bitKlavier,,bitKlavier Grand Sample Library—House ORTF Mic Image,88435/dsp01db78tg18m,https://dataspace.princeton.edu/handle/88435/dsp01db78tg18m,,,,,,,,
Music and Arts,bitKlavier,,bitKlavier Grand Sample Library—Harp Omni Mic Image,88435/dsp018k71nm242,https://dataspace.princeton.edu/handle/88435/dsp018k71nm242,,,,,,,,
Music and Arts,bitKlavier,,bitKlavier Grand Sample Library—Lip Cardioid Mic Image,88435/dsp014t64gr335,https://dataspace.princeton.edu/handle/88435/dsp014t64gr335,,,,,,,,
Music and Arts,bitKlavier,,bitKlavier Grand Sample Library—Stage Lid Omni Mic Image,88435/dsp011544bs25h,https://dataspace.princeton.edu/handle/88435/dsp011544bs25h,,,,,,,,
Music and Arts,bitKlavier,,bitKlavier Grand Sample Library—Stage Lid ORTF Mic Image,88435/dsp01wd3760468,https://dataspace.princeton.edu/handle/88435/dsp01wd3760468,,,,,,,,
Music and Arts,bitKlavier,,bitKlavier Grand Sample Library—Tail Omni Mic Image,88435/dsp01rn3014541,https://dataspace.princeton.edu/handle/88435/dsp01rn3014541,,,,,,,,
